gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,TotalAddon_Count,Is_Automatic_Payment,Avg_Monthly_Charge,Monthly_vs_Average_Diff,Customer_Value_Tier
Male,No,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.75,1885.15,No,Established (13-36m),2,0,85.68863636363636,3.0613636363636374,High_Value
Male,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,Established (13-36m),2,0,85.07241379310345,-0.6224137931034477,High_Value
Male,No,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,Established (13-36m),3,0,76.11153846153846,-0.8115384615384613,High_Value
Female,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,No,Veteran (61m+),0,1,28.670714285714286,-2.6707142857142863,Low_Value
Female,No,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.4,5025.0,No,Loyal (37-60m),4,0,102.55102040816328,-3.1510204081632622,Top_Value
Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,Loyal (37-60m),5,0,112.3313953488372,-2.781395348837208,Top_Value
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,New (0-12m),0,0,19.916666666666668,-0.3166666666666664,Low_Value
Male,No,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,73.15,3088.25,No,Loyal (37-60m),4,0,73.5297619047619,-0.3797619047618923,High_Value
Male,No,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,54.65,3134.7,No,Loyal (37-60m),2,0,54.99473684210526,-0.344736842105263,Medium_Value
Male,Yes,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,New (0-12m),3,1,47.275,19.125000000000007,Medium_Value
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,No,Veteran (61m+),6,1,115.45,0.1000000000000085,Top_Value
Female,Yes,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,No,Loyal (37-60m),4,0,105.7358695652174,-1.2858695652173964,Top_Value
Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,Veteran (61m+),3,1,104.11969696969696,-4.069696969696963,Top_Value
Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,Veteran (61m+),4,0,105.31048387096774,-3.310483870967744,Top_Value
Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,No,Veteran (61m+),6,1,92.19305555555556,-1.04305555555554,Top_Value
Male,No,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,3165.6,No,Established (13-36m),3,0,90.44571428571427,-0.7457142857142856,High_Value
Male,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,Established (13-36m),3,1,85.53823529411765,4.661764705882348,Top_Value
Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,92.4,6786.1,No,Veteran (61m+),6,0,94.2513888888889,-1.8513888888888916,Top_Value
Female,No,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,543.0,No,Established (13-36m),0,0,19.392857142857142,0.5071428571428562,Low_Value
Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,Loyal (37-60m),0,1,23.699107142857144,1.450892857142854,Low_Value
Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,Established (13-36m),1,1,77.55322580645162,2.296774193548373,High_Value
Male,No,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.85,867.3,No,Loyal (37-60m),0,1,19.273333333333333,-0.423333333333332,Low_Value
Female,No,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,No,New (0-12m),0,0,25.75,0.0,Low_Value
Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,New (0-12m),1,0,57.35,-7.75,Medium_Value
Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,No,New (0-12m),0,0,18.25,2.6999999999999997,Low_Value
Female,No,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.05,4692.95,No,Loyal (37-60m),4,0,97.76979166666666,-0.7197916666666657,Top_Value
Male,No,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,No,Established (13-36m),0,1,21.874,3.525999999999996,Low_Value
Male,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,No,Veteran (61m+),0,1,19.90703125,-0.20703125,Low_Value
Male,No,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,No,Loyal (37-60m),2,0,35.648,-0.6480000000000032,Low_Value
Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,No,Loyal (37-60m),3,1,101.94423076923076,-0.6942307692307708,Top_Value
Male,Yes,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,No,New (0-12m),0,0,70.0875,0.1124999999999971,Medium_Value
Female,Yes,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.95,2897.95,No,Established (13-36m),2,0,90.5609375,0.3890625000000085,Top_Value
Male,No,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.85,3371.0,No,Loyal (37-60m),4,1,74.91111111111111,-1.0611111111111171,High_Value
Male,No,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.05,801.3,No,New (0-12m),2,0,89.03333333333333,-0.9833333333333344,High_Value
Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,Veteran (61m+),4,1,105.68560606060606,0.2643939393939405,Top_Value
Male,No,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,New (0-12m),2,0,85.68333333333334,6.166666666666657,Top_Value
Female,No,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,1079.45,No,Loyal (37-60m),0,0,19.989814814814817,0.110185185185184,Low_Value
Female,No,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,New (0-12m),2,0,40.1,0.0,Medium_Value
Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),110.3,6997.3,No,Veteran (61m+),5,1,109.3328125,0.9671874999999944,Top_Value
Female,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,Established (13-36m),0,0,71.5209677419355,2.3790322580645125,High_Value
Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,Established (13-36m),2,0,80.64999999999999,9.150000000000006,High_Value
Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),85.15,979.05,No,New (0-12m),2,1,81.58749999999999,3.562500000000014,High_Value
Male,Yes,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.95,4119.4,No,Veteran (61m+),3,1,61.48358208955224,-0.5335820895522332,Medium_Value
Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,Established (13-36m),4,0,73.38714285714286,-1.1371428571428623,High_Value
Female,No,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.55,3349.1,No,Loyal (37-60m),3,0,74.42444444444445,-0.8744444444444497,High_Value
Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,No,New (0-12m),0,0,49.21,-3.210000000000001,Medium_Value
Female,Yes,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,No,Established (13-36m),2,1,59.27413793103448,-0.724137931034484,Medium_Value
Female,No,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,No,Established (13-36m),0,1,25.21875,-0.6187499999999986,Low_Value
Male,No,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1344.5,No,Veteran (61m+),0,0,20.37121212121212,-0.6212121212121211,Low_Value
Male,No,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.35,4267.15,No,Loyal (37-60m),2,0,83.66960784313724,2.680392156862752,High_Value
Female,No,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1121.05,No,Loyal (37-60m),0,0,24.912222222222223,0.5877777777777773,Low_Value
Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,918.7,No,Loyal (37-60m),0,1,18.748979591836736,0.2510204081632636,Low_Value
Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,No,Established (13-36m),0,0,17.99310344827586,1.5568965517241402,Low_Value
Male,No,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,No,Loyal (37-60m),5,1,111.7275,-1.627500000000012,Top_Value
Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,Loyal (37-60m),2,0,96.76486486486488,-0.2148648648648787,Top_Value
Male,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,No,Established (13-36m),0,0,69.17399999999999,0.5760000000000076,Medium_Value
Female,No,No,No,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3,No,Established (13-36m),3,0,48.78636363636363,1.8136363636363697,Medium_Value
Male,No,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,No,Veteran (61m+),6,1,63.42361111111112,2.17638888888888,Medium_Value
Female,No,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,New (0-12m),2,1,41.9,-1.7999999999999972,Medium_Value
Male,No,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No,Established (13-36m),5,1,78.88181818181818,3.2181818181818187,High_Value
Female,No,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1,1783.75,No,Established (13-36m),2,0,77.55434782608695,1.5456521739130409,High_Value
Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,Established (13-36m),3,0,101.67291666666668,-0.4229166666666657,Top_Value
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,New (0-12m),1,0,79.55,0.0,High_Value
Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1,No,Veteran (61m+),6,0,91.62463768115944,-0.9746376811594216,Top_Value
Female,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,No,New (0-12m),0,1,19.133333333333333,1.416666666666668,Low_Value
Male,No,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,No,Loyal (37-60m),4,1,76.51160714285713,-0.7616071428571303,High_Value
Male,No,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,No,Veteran (61m+),5,1,109.8253846153846,0.174615384615393,Top_Value
Male,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,No,Veteran (61m+),0,0,21.68661971830986,-0.8366197183098585,Low_Value
Female,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,No,Established (13-36m),1,1,75.57857142857142,4.771428571428572,High_Value
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,123.8,No,New (0-12m),0,0,61.9,8.250000000000007,Medium_Value
Female,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,Established (13-36m),1,0,86.9328125,-2.8828125,High_Value
Male,No,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,2731.0,No,Loyal (37-60m),3,0,68.275,-0.8250000000000028,Medium_Value
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,No,New (0-12m),0,1,20.75,0.0,Low_Value
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,New (0-12m),2,0,89.1,0.0,High_Value
Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,No,New (0-12m),0,0,71.04285714285714,-1.1428571428571388,Medium_Value
Female,No,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,No,Established (13-36m),0,0,47.41,3.690000000000005,Medium_Value
Female,No,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,Established (13-36m),3,0,94.54117647058824,-0.1411764705882348,Top_Value
Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,Established (13-36m),2,0,78.47105263157896,-0.2210526315789565,High_Value
Male,No,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,1898.1,No,Veteran (61m+),0,1,26.73380281690141,-1.1838028169014052,Low_Value
Female,No,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95,No,Loyal (37-60m),2,1,60.6287037037037,-0.6287037037036995,Medium_Value
Male,No,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,No,Established (13-36m),3,1,94.50806451612904,-3.958064516129042,Top_Value
Female,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,No,New (0-12m),1,0,76.24545454545455,0.1545454545454561,High_Value
Female,Yes,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,No,Established (13-36m),2,0,80.20277777777778,4.74722222222222,High_Value
Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No,Veteran (61m+),5,1,107.59305555555557,2.506944444444443,Top_Value
Female,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No,Veteran (61m+),3,1,97.90352112676057,1.7464788732394538,Top_Value
Male,Yes,No,No,5,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,214.75,No,New (0-12m),3,1,42.95,2.449999999999996,Medium_Value
Male,No,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69.0,2669.45,No,Loyal (37-60m),3,1,70.2486842105263,-1.2486842105263063,Medium_Value
Male,No,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No,New (0-12m),1,1,47.04,1.6099999999999994,Medium_Value
Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,New (0-12m),0,0,46.325,-2.1750000000000043,Medium_Value
Female,Yes,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,No,Loyal (37-60m),2,1,59.67788461538461,0.1721153846153882,Medium_Value
Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,New (0-12m),0,0,75.78125,-0.03125,High_Value
Female,No,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,No,Veteran (61m+),4,0,78.38529411764705,2.264705882352956,High_Value
Male,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1403.1,No,Veteran (61m+),0,1,20.33478260869565,0.2152173913043498,Low_Value
Female,No,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,No,Loyal (37-60m),3,1,64.94761904761906,1.452380952380949,Medium_Value
Female,No,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,No,Loyal (37-60m),4,0,100.769,-0.5689999999999884,Top_Value
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,New (0-12m),0,0,19.1,0.0,Low_Value
Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,New (0-12m),1,0,80.3,0.0,High_Value
Male,No,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,No,Established (13-36m),0,1,44.32121212121212,0.2287878787878767,Medium_Value
Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,150.6,No,New (0-12m),0,0,21.514285714285712,-1.164285714285711,Low_Value
Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,No,Veteran (61m+),3,0,93.1328125,-1.3328125000000028,Top_Value
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,New (0-12m),1,0,74.9,0.0,High_Value
